Sample,Cross,Tank,System,Year,Polyp,UniPolyp,Mesentry,UniMesentary,Egg,D1,D2,AverageDiameter,Treatment
5462,LL,SGS4C,SGS4,2021,4,5462_4,1,5462_4_1,1,0.14,0.3,0.22,Ambient
5462,LL,SGS4C,SGS4,2021,4,5462_4,1,5462_4_1,2,0.22,0.18,0.2,Ambient
5462,LL,SGS4C,SGS4,2021,4,5462_4,1,5462_4_1,3,0.12,0.23,0.175,Ambient
5462,LL,SGS4C,SGS4,2021,4,5462_4,1,5462_4_1,4,0.19,0.2,0.195,Ambient
5462,LL,SGS4C,SGS4,2021,4,5462_4,2,5462_4_2,1,0.15,0.23,0.19,Ambient
5462,LL,SGS4C,SGS4,2021,4,5462_4,2,5462_4_2,2,0.15,0.25,0.2,Ambient
5462,LL,SGS4C,SGS4,2021,4,5462_4,2,5462_4_2,3,0.16,0.27,0.215,Ambient
5462,LL,SGS4C,SGS4,2021,4,5462_4,2,5462_4_2,4,0.15,0.2,0.175,Ambient
5462,LL,SGS4C,SGS4,2021,4,5462_4,3,5462_4_3,1,0.12,0.2,0.16,Ambient
5462,LL,SGS4C,SGS4,2021,4,5462_4,3,5462_4_3,2,0.21,0.12,0.165,Ambient
5462,LL,SGS4C,SGS4,2021,4,5462_4,4,5462_4_4,1,0.26,0.15,0.205,Ambient
5462,LL,SGS4C,SGS4,2021,4,5462_4,4,5462_4_4,2,0.15,0.19,0.17,Ambient
5462,LL,SGS4C,SGS4,2021,4,5462_4,4,5462_4_4,3,0.21,0.18,0.195,Ambient
5462,LL,SGS4C,SGS4,2021,4,5462_4,4,5462_4_4,4,0.19,0.21,0.2,Ambient
5462,LL,SGS4C,SGS4,2021,7,5462_7,1,5462_7_1,1,0.23,0.14,0.185,Ambient
5462,LL,SGS4C,SGS4,2021,7,5462_7,1,5462_7_1,2,0.22,0.15,0.185,Ambient
5462,LL,SGS4C,SGS4,2021,7,5462_7,2,5462_7_2,1,0.3,0.11,0.205,Ambient
5462,LL,SGS4C,SGS4,2021,7,5462_7,2,5462_7_2,2,0.13,0.24,0.185,Ambient
5462,LL,SGS4C,SGS4,2021,7,5462_7,2,5462_7_2,3,0.24,0.18,0.21,Ambient
5462,LL,SGS4C,SGS4,2021,7,5462_7,3,5462_7_3,1,0.28,0.14,0.21,Ambient
5462,LL,SGS4C,SGS4,2021,7,5462_7,3,5462_7_3,2,0.23,0.1,0.165,Ambient
5462,LL,SGS4C,SGS4,2021,7,5462_7,4,5462_7_4,1,0.26,0.11,0.185,Ambient
5462,LL,SGS4C,SGS4,2021,7,5462_7,4,5462_7_4,2,0.25,0.14,0.195,Ambient
5462,LL,SGS4C,SGS4,2021,7,5462_7,4,5462_7_4,3,0.15,0.18,0.165,Ambient
5462,LL,SGS4C,SGS4,2021,7,5462_7,4,5462_7_4,4,0.22,0.18,0.2,Ambient
5462,LL,SGS4C,SGS4,2021,6,5462_6,1,5462_6_1,1,0.13,0.22,0.175,Ambient
5462,LL,SGS4C,SGS4,2021,6,5462_6,1,5462_6_1,2,0.17,0.16,0.165,Ambient
5462,LL,SGS4C,SGS4,2021,6,5462_6,1,5462_6_1,3,0.14,0.18,0.16,Ambient
5462,LL,SGS4C,SGS4,2021,6,5462_6,1,5462_6_1,4,0.28,0.11,0.195,Ambient
5462,LL,SGS4C,SGS4,2021,6,5462_6,1,5462_6_1,5,0.12,0.41,0.265,Ambient
5462,LL,SGS4C,SGS4,2021,6,5462_6,2,5462_6_2,1,0.26,0.14,0.2,Ambient
5462,LL,SGS4C,SGS4,2021,6,5462_6,2,5462_6_2,2,0.13,0.23,0.18,Ambient
5462,LL,SGS4C,SGS4,2021,6,5462_6,2,5462_6_2,3,0.28,0.13,0.205,Ambient
5462,LL,SGS4C,SGS4,2021,6,5462_6,2,5462_6_2,4,0.13,0.33,0.23,Ambient
5462,LL,SGS4C,SGS4,2021,6,5462_6,2,5462_6_2,5,0.35,0.11,0.23,Ambient
5462,LL,SGS4C,SGS4,2021,6,5462_6,3,5462_6_3,1,0.12,0.42,0.27,Ambient
5462,LL,SGS4C,SGS4,2021,6,5462_6,4,5462_6_4,1,0.28,0.15,0.215,Ambient
5462,LL,SGS4C,SGS4,2021,6,5462_6,4,5462_6_4,2,0.4,0.2,0.3,Ambient
5462,LL,SGS4C,SGS4,2021,6,5462_6,4,5462_6_4,3,0.24,0.12,0.18,Ambient
5462,LL,SGS4C,SGS4,2021,6,5462_6,4,5462_6_4,4,0.46,0.12,0.29,Ambient
5462,LL,SGS4C,SGS4,2021,6,5462_6,4,5462_6_4,5,0.34,0.12,0.23,Ambient
5463,LL,SGS4A,SGS4,2021,9,5463_9,1,5463_9_1,1,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,1,5463_9_1,2,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,1,5463_9_1,3,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,1,5463_9_1,4,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,1,5463_9_1,5,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,2,5463_9_2,1,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,2,5463_9_2,2,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,2,5463_9_2,3,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,2,5463_9_2,4,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,2,5463_9_2,5,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,2,5463_9_2,6,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,3,5463_9_3,1,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,3,5463_9_3,2,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,3,5463_9_3,3,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,3,5463_9_3,4,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,3,5463_9_3,5,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,3,5463_9_3,6,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,3,5463_9_3,7,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,3,5463_9_3,8,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,3,5463_9_3,9,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,4,5463_9_4,1,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,4,5463_9_4,2,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,4,5463_9_4,3,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,4,5463_9_4,4,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,9,5463_9,4,5463_9_4,5,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,1,5463_4_1,1,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,1,5463_4_1,2,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,1,5463_4_1,3,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,1,5463_4_1,4,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,1,5463_4_1,5,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,2,5463_4_2,1,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,2,5463_4_2,2,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,2,5463_4_2,3,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,2,5463_4_2,4,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,2,5463_4_2,5,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,2,5463_4_2,6,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,2,5463_4_2,7,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,2,5463_4_2,8,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,3,5463_4_3,1,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,3,5463_4_3,2,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,3,5463_4_3,3,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,3,5463_4_3,4,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,4,5463_4_4,1,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,4,5463_4_4,2,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,4,5463_4_4,3,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,4,5463_4_4,4,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,4,5463_4_4,5,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,4,5463_4,4,5463_4_4,6,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,2,5463_2,1,5463_2_1,1,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,2,5463_2,1,5463_2_1,2,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,2,5463_2,1,5463_2_1,3,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,2,5463_2,2,5463_2_2,1,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,2,5463_2,2,5463_2_2,2,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,2,5463_2,2,5463_2_2,3,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,2,5463_2,2,5463_2_2,4,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,2,5463_2,3,5463_2_3,1,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,2,5463_2,3,5463_2_3,2,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,2,5463_2,3,5463_2_3,3,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,2,5463_2,3,5463_2_3,4,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,2,5463_2,3,5463_2_3,5,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,2,5463_2,3,5463_2_3,6,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,2,5463_2,4,5463_2_4,1,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,2,5463_2,4,5463_2_4,2,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,2,5463_2,4,5463_2_4,3,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,2,5463_2,4,5463_2_4,4,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,1,5463_3_1,1,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,1,5463_3_1,2,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,1,5463_3_1,3,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,1,5463_3_1,4,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,1,5463_3_1,5,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,1,5463_3_1,6,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,2,5463_3_2,1,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,2,5463_3_2,2,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,2,5463_3_2,3,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,2,5463_3_2,4,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,2,5463_3_2,5,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,2,5463_3_2,6,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,2,5463_3_2,7,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,3,5463_3_3,1,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,3,5463_3_3,2,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,3,5463_3_3,3,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,3,5463_3_3,4,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,3,5463_3_3,5,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,3,5463_3_3,6,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,4,5463_3_4,1,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,4,5463_3_4,2,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,4,5463_3_4,3,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,4,5463_3_4,4,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,4,5463_3_4,5,NA,NA,NA,Elevated
5463,LL,SGS4A,SGS4,2021,3,5463_3,4,5463_3_4,6,NA,NA,NA,Elevated
5478,LL,IHP1B,IHP1,2021,6,5478_6,1,5478_6_1,1,0.12,0.25,0.185,Elevated
5478,LL,IHP1B,IHP1,2021,6,5478_6,1,5478_6_1,2,0.21,0.16,0.185,Elevated
5478,LL,IHP1B,IHP1,2021,6,5478_6,1,5478_6_1,3,0.22,0.28,0.25,Elevated
5478,LL,IHP1B,IHP1,2021,6,5478_6,2,5478_6_2,1,0.17,0.15,0.16,Elevated
5478,LL,IHP1B,IHP1,2021,6,5478_6,2,5478_6_2,2,0.19,0.2,0.195,Elevated
5478,LL,IHP1B,IHP1,2021,6,5478_6,3,5478_6_3,1,0.14,0.13,0.135,Elevated
5478,LL,IHP1B,IHP1,2021,6,5478_6,3,5478_6_3,2,0.13,0.2,0.165,Elevated
5478,LL,IHP1B,IHP1,2021,6,5478_6,3,5478_6_3,3,0.2,0.14,0.17,Elevated
5478,LL,IHP1B,IHP1,2021,6,5478_6,4,5478_6_4,1,0.16,0.28,0.22,Elevated
5478,LL,IHP1B,IHP1,2021,6,5478_6,4,5478_6_4,2,0.22,0.14,0.18,Elevated
5478,LL,IHP1B,IHP1,2021,10,5478_10,1,5478_10_1,1,0.11,0.27,0.19,Elevated
5478,LL,IHP1B,IHP1,2021,10,5478_10,1,5478_10_1,2,0.21,0.14,0.175,Elevated
5478,LL,IHP1B,IHP1,2021,10,5478_10,1,5478_10_1,3,0.15,0.16,0.155,Elevated
5478,LL,IHP1B,IHP1,2021,10,5478_10,1,5478_10_1,4,0.19,0.16,0.175,Elevated
5478,LL,IHP1B,IHP1,2021,10,5478_10,2,5478_10_2,1,0.13,0.27,0.2,Elevated
5478,LL,IHP1B,IHP1,2021,10,5478_10,2,5478_10_2,2,0.27,0.14,0.205,Elevated
5478,LL,IHP1B,IHP1,2021,10,5478_10,3,5478_10_3,1,0.2,0.15,0.175,Elevated
5478,LL,IHP1B,IHP1,2021,10,5478_10,3,5478_10_3,2,0.18,0.17,0.175,Elevated
5478,LL,IHP1B,IHP1,2021,10,5478_10,4,5478_10_4,1,0.17,0.15,0.16,Elevated
5478,LL,IHP1B,IHP1,2021,10,5478_10,4,5478_10_4,2,0.14,0.21,0.175,Elevated
5478,LL,IHP1B,IHP1,2021,10,5478_10,4,5478_10_4,3,0.19,0.14,0.165,Elevated
5478,LL,IHP1B,IHP1,2021,10,5478_10,4,5478_10_4,4,0.16,0.19,0.175,Elevated
5478,LL,IHP1B,IHP1,2021,1,5478_1,1,5478_1_1,1,0.14,0.15,0.145,Elevated
5478,LL,IHP1B,IHP1,2021,1,5478_1,1,5478_1_1,2,0.14,0.19,0.165,Elevated
5478,LL,IHP1B,IHP1,2021,1,5478_1,1,5478_1_1,3,0.17,0.17,0.17,Elevated
5478,LL,IHP1B,IHP1,2021,1,5478_1,1,5478_1_1,4,0.21,0.15,0.18,Elevated
5478,LL,IHP1B,IHP1,2021,1,5478_1,2,5478_1_2,1,0.15,0.15,0.15,Elevated
5478,LL,IHP1B,IHP1,2021,1,5478_1,2,5478_1_2,2,0.14,0.13,0.135,Elevated
5478,LL,IHP1B,IHP1,2021,1,5478_1,2,5478_1_2,3,0.16,0.15,0.155,Elevated
5478,LL,IHP1B,IHP1,2021,1,5478_1,2,5478_1_2,4,0.13,0.21,0.17,Elevated
5478,LL,IHP1B,IHP1,2021,1,5478_1,3,5478_1_3,1,0.12,0.1,0.11,Elevated
5478,LL,IHP1B,IHP1,2021,1,5478_1,3,5478_1_3,2,0.13,0.1,0.115,Elevated
5478,LL,IHP1B,IHP1,2021,1,5478_1,3,5478_1_3,3,0.28,0.12,0.2,Elevated
5478,LL,IHP1B,IHP1,2021,1,5478_1,4,5478_1_4,1,0.15,0.16,0.155,Elevated
5478,LL,IHP1B,IHP1,2021,1,5478_1,4,5478_1_4,2,0.18,0.16,0.17,Elevated
5478,LL,IHP1B,IHP1,2021,1,5478_1,4,5478_1_4,3,0.11,0.19,0.15,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,1,5478_7_1,1,0.12,0.18,0.15,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,1,5478_7_1,2,0.17,0.14,0.155,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,1,5478_7_1,3,0.15,0.11,0.13,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,1,5478_7_1,4,0.1,0.16,0.13,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,1,5478_7_1,5,0.15,0.16,0.155,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,1,5478_7_1,6,0.19,0.15,0.17,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,2,5478_7_2,1,0.24,0.1,0.17,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,2,5478_7_2,2,0.22,0.13,0.175,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,2,5478_7_2,3,0.16,0.18,0.17,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,2,5478_7_2,4,0.13,0.21,0.17,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,3,5478_7_3,1,0.14,0.18,0.16,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,3,5478_7_3,2,0.12,0.19,0.155,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,3,5478_7_3,3,0.23,0.1,0.165,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,3,5478_7_3,4,0.05,0.21,0.13,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,3,5478_7_3,5,0.05,0.26,0.155,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,3,5478_7_3,6,0.12,0.26,0.19,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,3,5478_7_3,7,0.16,0.14,0.15,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,4,5478_7_4,1,0.14,0.19,0.165,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,4,5478_7_4,2,0.13,0.14,0.135,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,4,5478_7_4,3,0.11,0.17,0.14,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,4,5478_7_4,4,0.12,0.15,0.135,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,4,5478_7_4,5,0.13,0.16,0.145,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,4,5478_7_4,6,0.13,0.17,0.15,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,4,5478_7_4,7,0.13,0.19,0.16,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,4,5478_7_4,8,0.11,0.18,0.145,Elevated
5478,LL,IHP1B,IHP1,2021,7,5478_7,4,5478_7_4,9,0.14,0.14,0.14,Elevated
5480,LL,IHP1A,IHP1,2021,1,5480_1,1,5480_1_1,1,0.26,0.13,0.195,Ambient
5480,LL,IHP1A,IHP1,2021,1,5480_1,1,5480_1_1,2,0.1,0.28,0.19,Ambient
5480,LL,IHP1A,IHP1,2021,1,5480_1,2,5480_1_2,1,0.28,0.11,0.195,Ambient
5480,LL,IHP1A,IHP1,2021,1,5480_1,2,5480_1_2,2,0.1,0.25,0.175,Ambient
5480,LL,IHP1A,IHP1,2021,1,5480_1,3,5480_1_3,1,0.26,0.14,0.2,Ambient
5480,LL,IHP1A,IHP1,2021,1,5480_1,3,5480_1_3,2,0.13,0.22,0.175,Ambient
5480,LL,IHP1A,IHP1,2021,1,5480_1,4,5480_1_4,1,0.24,0.14,0.19,Ambient
5480,LL,IHP1A,IHP1,2021,1,5480_1,4,5480_1_4,2,0.16,0.09,0.125,Ambient
5481,LL,IHP1C,IHP1,2021,4,5481_4,1,5481_4_1,1,0.22,0.16,0.19,Elevated
5481,LL,IHP1C,IHP1,2021,4,5481_4,1,5481_4_1,2,0.18,0.17,0.175,Elevated
5481,LL,IHP1C,IHP1,2021,4,5481_4,1,5481_4_1,3,0.15,0.17,0.16,Elevated
5481,LL,IHP1C,IHP1,2021,4,5481_4,1,5481_4_1,4,0.15,0.18,0.165,Elevated
5481,LL,IHP1C,IHP1,2021,4,5481_4,2,5481_4_2,1,0.14,0.14,0.14,Elevated
5481,LL,IHP1C,IHP1,2021,4,5481_4,2,5481_4_2,2,0.12,0.18,0.15,Elevated
5481,LL,IHP1C,IHP1,2021,4,5481_4,2,5481_4_2,3,0.11,0.22,0.165,Elevated
5481,LL,IHP1C,IHP1,2021,4,5481_4,2,5481_4_2,4,0.25,0.13,0.19,Elevated
5481,LL,IHP1C,IHP1,2021,4,5481_4,3,5481_4_3,1,0.21,0.22,0.215,Elevated
5481,LL,IHP1C,IHP1,2021,4,5481_4,3,5481_4_3,2,0.09,0.09,0.09,Elevated
5481,LL,IHP1C,IHP1,2021,4,5481_4,4,5481_4_4,1,0.19,0.25,0.22,Elevated
5481,LL,IHP1C,IHP1,2021,4,5481_4,4,5481_4_4,2,0.17,0.23,0.2,Elevated
5481,LL,IHP1C,IHP1,2021,4,5481_4,4,5481_4_4,3,0.17,0.26,0.215,Elevated
5481,LL,IHP1C,IHP1,2021,7,5481_7,1,5481_7_1,1,0.17,0.22,0.195,Elevated
5481,LL,IHP1C,IHP1,2021,7,5481_7,1,5481_7_1,2,0.11,0.21,0.16,Elevated
5481,LL,IHP1C,IHP1,2021,7,5481_7,2,5481_7_2,1,0.14,0.23,0.185,Elevated
5481,LL,IHP1C,IHP1,2021,7,5481_7,2,5481_7_2,2,0.19,0.12,0.155,Elevated
5481,LL,IHP1C,IHP1,2021,7,5481_7,3,5481_7_3,1,0.14,0.17,0.155,Elevated
5481,LL,IHP1C,IHP1,2021,7,5481_7,3,5481_7_3,2,0.09,0.25,0.17,Elevated
5481,LL,IHP1C,IHP1,2021,7,5481_7,4,5481_7_4,1,0.11,0.2,0.155,Elevated
5481,LL,IHP1C,IHP1,2021,1,5481_1,1,5481_1_1,1,0.18,0.22,0.2,Elevated
5481,LL,IHP1C,IHP1,2021,1,5481_1,1,5481_1_1,2,0.16,0.18,0.17,Elevated
5481,LL,IHP1C,IHP1,2021,1,5481_1,1,5481_1_1,3,0.19,0.13,0.16,Elevated
5481,LL,IHP1C,IHP1,2021,1,5481_1,1,5481_1_1,4,0.2,0.16,0.18,Elevated
5481,LL,IHP1C,IHP1,2021,1,5481_1,1,5481_1_1,5,0.19,0.17,0.18,Elevated
5481,LL,IHP1C,IHP1,2021,1,5481_1,2,5481_1_2,1,0.15,0.15,0.15,Elevated
5481,LL,IHP1C,IHP1,2021,1,5481_1,2,5481_1_2,2,0.13,0.15,0.14,Elevated
5481,LL,IHP1C,IHP1,2021,1,5481_1,2,5481_1_2,3,0.16,0.18,0.17,Elevated
5481,LL,IHP1C,IHP1,2021,1,5481_1,3,5481_1_3,1,0.14,0.19,0.165,Elevated
5481,LL,IHP1C,IHP1,2021,1,5481_1,3,5481_1_3,2,0.18,0.13,0.155,Elevated
5481,LL,IHP1C,IHP1,2021,1,5481_1,3,5481_1_3,3,0.16,0.17,0.165,Elevated
5481,LL,IHP1C,IHP1,2021,1,5481_1,3,5481_1_3,4,0.12,0.15,0.135,Elevated
5481,LL,IHP1C,IHP1,2021,1,5481_1,4,5481_1_4,1,0.26,0.15,0.205,Elevated
5481,LL,IHP1C,IHP1,2021,1,5481_1,4,5481_1_4,2,0.21,0.15,0.18,Elevated
5481,LL,IHP1C,IHP1,2021,1,5481_1,4,5481_1_4,3,0.17,0.21,0.19,Elevated
5481,LL,IHP1C,IHP1,2021,1,5481_1,4,5481_1_4,4,0.18,0.18,0.18,Elevated
5481,LL,IHP1C,IHP1,2021,1,5481_1,4,5481_1_4,5,0.16,0.19,0.175,Elevated
5481,LL,IHP1C,IHP1,2021,5,5481_5,1,5481_5_1,1,0.16,0.26,0.21,Elevated
5481,LL,IHP1C,IHP1,2021,5,5481_5,1,5481_5_1,2,0.25,0.15,0.2,Elevated
5481,LL,IHP1C,IHP1,2021,5,5481_5,1,5481_5_1,3,0.3,0.16,0.23,Elevated
5481,LL,IHP1C,IHP1,2021,5,5481_5,2,5481_5_2,1,0.16,0.2,0.18,Elevated
5481,LL,IHP1C,IHP1,2021,5,5481_5,2,5481_5_2,2,0.14,0.17,0.155,Elevated
5481,LL,IHP1C,IHP1,2021,5,5481_5,2,5481_5_2,3,0.16,0.14,0.15,Elevated
5481,LL,IHP1C,IHP1,2021,5,5481_5,2,5481_5_2,4,0.14,0.15,0.145,Elevated
5481,LL,IHP1C,IHP1,2021,5,5481_5,3,5481_5_3,1,0.19,0.11,0.15,Elevated
5481,LL,IHP1C,IHP1,2021,5,5481_5,3,5481_5_3,2,0.14,0.16,0.15,Elevated
5481,LL,IHP1C,IHP1,2021,5,5481_5,3,5481_5_3,3,0.16,0.12,0.14,Elevated
5481,LL,IHP1C,IHP1,2021,5,5481_5,3,5481_5_3,4,0.24,0.16,0.2,Elevated
5481,LL,IHP1C,IHP1,2021,5,5481_5,4,5481_5_4,1,0.14,0.29,0.215,Elevated
5481,LL,IHP1C,IHP1,2021,5,5481_5,4,5481_5_4,2,0.12,0.25,0.185,Elevated
5483,LL,SGS4B,SGS4,2021,4,5483_4,1,5483_4_1,1,0.18,0.31,0.245,Ambient
5483,LL,SGS4B,SGS4,2021,4,5483_4,1,5483_4_1,2,0.2,0.2,0.2,Ambient
5483,LL,SGS4B,SGS4,2021,4,5483_4,1,5483_4_1,3,0.22,0.14,0.18,Ambient
5483,LL,SGS4B,SGS4,2021,4,5483_4,1,5483_4_1,4,0.23,0.12,0.175,Ambient
5483,LL,SGS4B,SGS4,2021,4,5483_4,2,5483_4_2,1,0.17,0.31,0.24,Ambient
5483,LL,SGS4B,SGS4,2021,4,5483_4,2,5483_4_2,2,0.17,0.26,0.215,Ambient
5483,LL,SGS4B,SGS4,2021,4,5483_4,2,5483_4_2,3,0.17,0.21,0.19,Ambient
